review,sentiment
"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1
I'll give this film 10 out of 10!  ,1
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
Definitely worth checking out.  ,1
"The point is the journey, a journey that touches every member of the family.  ",1
Very nice and relaxing late night viewing.  ,1
It will drive you barking mad!  ,0
But the premise of the film was so ridiculous: that the President of the U.S.  ,0
Is it possible for a movie to get any worse than this?  ,0
"In a word, it is embarrassing.  ",0
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
"Not frightening in the least, and barely comprehensible.  ",0
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1
The jerky camera movements were also annoying.  ,0
And those baby owls were adorable.  ,1
"The results, well, are a shame.  ",0
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
A world better than 95% of the garbage in the theatres today.  ,1
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1
What on earth is Irons doing in this film?  ,0
The worst one of the series.  ,0
Generally; it just lacked imagination.  ,0
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1
"For that, it's worth checking out.  ",1
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1
"Overall, the film is interesting and thought-provoking.  ",1
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
I'd advise anyone to go and see it.  ,1
"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
"Overall, a delight!  ",1
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0
It is a very well acted and done TV Movie.  ,1
You can find better movies at youtube.  ,0
A good commentary of today's love and undoubtedly a film worth seeing.  ,1
Editing: The editing of this film was phenomenal in my opinion.  ,1
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
"Speaking of the music, it is unbearably predictably and kitchy.  ",0
See it.  ,1
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0
GO AND SEE IT!  ,1
The rest of the cast also play well.  ,1
I would have casted her in that role after ready the script.  ,1
Wasted two hours.  ,0
I believe the screenwriter did a good job of tying up the loose ends.  ,1
"Avoid, avoid, avoid!  ",0
Not recommended.  ,0
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0
Not too screamy not to masculine but just right.  ,1
That was done in the second movie.  ,0
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
It has northern humour and positive about the community it represents.  ,1
Even worse than Ticker!  ,0
"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1
It looked like a wonderful story.  ,1
It's a long time since I was so entertained by a movie.  ,1
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
I don't think I've ever gone to a movie and disliked it as much.  ,0
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1
Also great directing and photography.  ,1
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1
"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0
Filmiing was less expansive.  ,0
;) Recommend with confidence!  ,1
"Regardless, the film fails on most levels.  ",0
None of them are engaging or exciting.  ,0
There is a brilliant twist ending.  ,1
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0
"You'll love it!  	1
This movie is BAD.  	0
So bad.  	0
The film is way too long.  	0
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
I think that it is a must see older John Wayne film.  	1
I really don't see how anyone could enjoy this movie.  	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Jamie Foxx absolutely IS Ray Charles.  	1
His performance is simply genius.  	1
He owns the film, just as Spacek owned Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1
The football scenes at the end were perplexing.  ,0
A standout scene.  ,1
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1
Too politically correct.  ,0
Highly unrecommended.  ,0
I never walked out of a movie faster.  ,0
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1
Definitely worth checking out.  ,1
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0
"Gotta love those close-ups of slimy, drooling teeth!  ",1
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
It's so bad it's actually worth seeing just for that reason.  ,0
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
The aerial scenes were well-done.  ,1
"This movie suffered because of the writing, it needed more suspense.  ",0
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1
there is no real plot.  ,0
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0
Maybe there would be a reasonable explanation for this atrocity.  ,0
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0
10/10  ,1
A very charming film with wonderful sentiment and heart.  ,1
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0
See both films if you can.  ,1
"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0
Even the squibs look awful.  ,0
The story is also both funny and poignant at times.  ,1
I was particularly pleased with the acting ability of Dwight Schultz.  ,1
But in terms of the writing it's very fresh and bold.  ,1
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0
There is simply no excuse for something this poorly done.  ,0
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1
"Despite the pans of reviewers, I liked this movie.  ",1
"The soundtrack wasn't terrible, either.  ",1
What this film lacks is a convincing script.  ,0
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
(very serious spoilers) this movie was a huge disappointment.  ,0
I certainly do not mean this distinction in a good way.  ,0
I liked it.  ,1
but the movie makes a lot of serious mistakes.  ,0
One of the most disappointing aspects is the lack of notable gore.  ,0
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
The movie was very interesting from beginning to the end.  ,1
Horrible!  ,0
Punishment Park is a brilliant piece of cinema.  ,1
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0
The plot was the same as pretty much every other cheap horror.  ,0
"I wasn't expecting Oscar material, but this?  ",0
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1
Star Trek V The final Frontier is the worst in the series.  ,0
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1
The film looks cheap and bland.  ,0
I keep watching it over and over.  ,1
"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
I mean this in a terrible way.  ,0
The least said about the acting the better.  ,0
The story line is totally predictable.  ,0
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1
"Wow, what a bad film.  ",0
The original Body and Soul (1947) is a masterpiece.  ,1
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0
It was a long time that i didn't see a so charismatic actor on screen.  ,1
The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
I rather enjoyed it.  ,1
Excellent short film.  ,1
Nothing short of magnificent photography/cinematography in this film.  ,1
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0
"Bad characters, bad story and bad acting.  ",0
the cast was great.  ,1
"They are so easy to love, but even more easy to identify with.  ",1
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0
"There is, however, some pretty good acting (at least, for this type of film).  ",1
The lead man is charisma-free.  ,0
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1
I could not stand to even watch it for very long for fear of losing I.Q.  ,0
The last 15 minutes of movie are also not bad as well.  ,1
It is a true classic.  ,1
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
Go rent it.  ,1
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0
There still are good actors around!  ,1
"People who like European films and ""art movies"" will like this movie.  ",1
Nothing new there.  ,0
Give this one a look.  ,1
This is actually a very smart movie.  ,1
"Of course, the acting is blah.  ",0
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1
It even has its sweet moments.  ,1
I believe that Pitch Black was done well.  ,1
A bit predictable.  ,0
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1
Final Word: This Show is a real torture!!  ,0
All in all its an insult to one's intelligence and a huge waste of money.  ,0
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
"But it is entertaining, nonetheless.  ",1
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
This is such a fun and funny movie.  ,1
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
The visual effects were AWFUL.  ,0
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
Avoid at ALL costs!  ,0
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
Later I found myself lost in the power of the film.  ,1
"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0
It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0
This is truly an art movie--it actually has a lot of art in it.  ,1
"It was too predictable, even for a chick flick.  ",0
And I really did find them funny.  ,1
"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",1
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
It just blew.  ,0
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1
This movie is also revealing.  ,1
The warmth it generates is in contrast to its austere backdrop.  ,1
"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
"), and sometimes it was so embarrassing that I had to look away.  ",0
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
I have recommended it to friends.  ,1
One of the worst shows of all time.  ,0
Think of the film being like a dream.  ,1
It's a campy sort of film that's a joy to watch.  ,1
The dialogue is composed of things that make little sense.  ,0
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1
It's a case of 'so bad it is laughable'.  ,0
"By the time the film ended, I not only disliked it, I despised it.  ",0
He's a national treasure.  ,1
"Predictable, but not a bad watch.  ",1
"The acting is terrible, and the writing is worse.  ",0
The two main characters may be two of the most believable children I ever saw put on screen.  ,1
The problem was the script.  ,0
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
The cast is good.  ,1
"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
This movie is great--especially if you enjoy visual arts.  ,1
The music in the film is really nice too.  ,1
Lange had become a great actress.  ,1
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0
"Plus, it was well-paced and suited its relatively short run time.  ",1
I liked this movie way too much.  ,1
This if the first movie I've given a 10 to in years.  ,1
The incredible soundtrack truly captures the essence of the film.  ,1
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1
Everything about it is just bad.  ,0
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0
I gave it a 10  ,1
Julian Fellowes has triumphed again.  ,1
I had to walk out of the theatre for a few minutes just to get some relief!  ,0
"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0
Awful.  ,0
Not easy to watch.  ,0
The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
This film has no redeeming features.  ,0
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1
I don't think there are any redeeming qualities in this remake.  ,0
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1
"It features an outlandish array of memorable, psychotic but lovable nuts.  ",1
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
You won't forget this movie!  ,1
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1
